,company,drivertrain,exterior_color,interior_color,mile,photos,price,review_no,star,subname,title,transmission,vendor,video,year
2512,Toyota,rwd,Super White,Sand Beige,34752,32,28999,1205,5.0,Sequoia,Toyota Sequoia SR5,6-speed,Off Lease Only North Lauderdale,1,2015
2513,BMW,4wd,Jet Black,Everest Gray,49501,32,16997,171,5.0,535,BMW 535 i xDrive,8-speed,Bob Caldwell Chrysler Jeep Dodge RAM,1,2012
2514,Honda,4wd,Crystal Black Pearl,Gray,113624,32,11900,1562,5.0,Accord,Honda Accord EX-L,6-speed,"TruWorth Auto - Carmel, IN",0,2013
2515,Kia,rwd,Mineral Silver,Black,16032,28,26230,371,5.0,K900,Kia K900 Luxury,8-speed,Byers Kia,1,2015
2516,BMW,rwd,Black Sapphire Metallic,Black,8375,23,79850,632,5.0,750,BMW 750 i,8-speed,Braman Motors Miami,1,2017
2517,Subaru,4wd,Quartz Blue Pearl,Gray,33328,32,21999,18,5.0,Forester,Subaru Forester 2.5i Limited,6-speed,610 Ultimate Autos,1,2015
2518,Chevrolet,4wd,Siren Red Tintcoat,Jet Black,13748,22,12759,18,5.0,Cruze,Chevrolet Cruze Limited 1LT,6-speed,Chuck Nicholson Auto Superstore,1,2016
2519,Mercedes-Benz,4wd,Citrus White,Black,3009,47,34639,288,5.0,GLA,Mercedes-Benz GLA 250 Base 4MATIC,7-speed,Mercedes-Benz of Chantilly,1,2018
2520,Jeep,4wd,Black Clearcoat,Black,60629,25,22500,772,5.0,Wrangler,Jeep Wrangler Unlimited Sport,5-speed,Mini of St. Louis,1,2012
2521,Cadillac,4wd,Black,Jet Black,54705,20,24490,34,5.0,CTS,Cadillac CTS 3.6L Premium,6-speed,Jack Schmitt Chevrolet Wood River,1,2014
2522,Mitsubishi,4wd,Mercury Gray Pearl,Black,132917,31,7300,356,5.0,Outlander,Mitsubishi Outlander SE,6-speed,Kenny Ross Toyota,1,2013
2523,Mazda,4wd,Crystal White Pearl Mica,Black,61716,26,7929,161,5.0,Mazda2,Mazda Mazda2 Touring,4-speed,Sport Honda,1,2014
2524,Chevrolet,4wd,Tungsten Metallic,Ebony,16239,33,20900,57,5.0,Traverse,Chevrolet Traverse LS,6-speed,Ron Marhofer Chevrolet,1,2016
2525,Subaru,4wd,Sunshine Orange,Black,2718,27,23388,1102,5.0,Crosstrek,Subaru Crosstrek Premium,7-speed,Heritage Subaru VW,0,2018
2526,Hyundai,4wd,Sparkling Silver,Gray,9223,32,17485,13,5.0,Santa,Hyundai Santa Fe Sport 2.4L,6-speed,Finest Auto Wholesale,1,2015
2527,Lincoln,4wd,Ingot Silver Metallic,Ebony,49840,33,31800,283,5.0,MKX,Lincoln MKX Reserve,6-speed,Brondes Ford Lincoln,1,2016
2528,Hyundai,4wd,Starlight Silver,Gray,28470,34,16600,283,5.0,Sonata,Hyundai Sonata Hybrid Limited,6-speed,Brondes Ford Lincoln,0,2015
2529,Ford,4wd,Deep Impact Blue Metallic,Charcoal Black,33958,35,16700,283,5.0,Fusion,Ford Fusion Titanium,6-speed,Brondes Ford Lincoln,0,2014
2530,Chevrolet,4wd,Ashen Gray Metallic,Jet Black,62189,26,12388,1061,5.0,Equinox,Chevrolet Equinox 1LT,6-speed,Rod Baker Ford,1,2013
2531,Hummer,4wd,Pewter Metallic,Ebony,60022,36,28499,63,5.0,H2,Hummer H2 Base,4-speed,Napleton's Aston Martin of Chicago,1,2007
2532,Jeep,4wd,White,Black,32278,26,19200,67,5.0,Cherokee,Jeep Cherokee Limited,9-speed,Nissan of Turnersville,1,2014
2533,Chevrolet,4wd,Red,Light Titanium / Jet Black,98563,26,10379,67,5.0,Equinox,Chevrolet Equinox 1LT,6-speed,Nissan of Turnersville,1,2013
2534,Audi,4wd,Gray,Gray,29279,32,19495,84,5.0,A4,Audi A4 2.0T Premium,8-speed,Executive Auto Sales,1,2014
2535,Honda,4wd,Black,Black,29175,29,12000,37,5.0,Civic,Honda Civic LX,a,Nelson Automotive,0,2014
2536,Honda,4wd,Formal Black,Gray,190907,28,9450,7,5.0,Ridgeline,Honda Ridgeline RTL,5-speed,New Concept Inc,0,2007
2537,Mercedes-Benz,4wd,Black,Beige,133260,32,9495,8,5.0,ML350,Mercedes-Benz ML350 Edition 10 4MATIC,7-speed,Empire Motors Auto Sales,1,2008
2538,BMW,rwd,Long Beach Blue Metallic,Black,8557,32,51950,145,5.0,M2,BMW M2,7-speed,DriveAnything.com,1,2017
2539,Dodge,4wd,Bright Silver Metallic,Dark Slate Gray,120146,32,5000,513,5.0,Journey,Dodge Journey SXT,6-speed,Elhart Automotive Campus,1,2010
2540,RAM,4wd,Flame Red Clearcoat,Diesel Gray / Black,18376,27,43999,22,5.0,2500,RAM 2500 Power Wagon,6-speed,Max Motors (Butler),0,2017
2541,Toyota,4wd,Blue,Black,28483,20,15998,6,5.0,Camry,Toyota Camry SE,6-speed,CarMax Gulf Freeway,1,2015
2542,Cadillac,4wd,Black Raven,Jet Black,45816,32,48911,181,5.0,Escalade,Cadillac Escalade Standard,8-speed,Planet Lincoln,1,2016
2543,Dodge,rwd,Gray,Red,33684,32,29900,8,5.0,Challenger,Dodge Challenger R/T Scat Pack,6-speed,TX Auto Group,1,2015
2544,Toyota,4wd,Blizzard Pearl,Ivory,85572,32,12400,28,5.0,Avalon,Toyota Avalon Limited,6-speed,Autos-Mobiles,1,2011
2545,Chevrolet,4wd,Silver,Gray,85327,32,6800,150,5.0,Impala,Chevrolet Impala LT,4-speed,VIP Auto Sales,1,2008
2546,Toyota,4wd,White,Black,89447,29,18991,34,5.0,Highlander,Toyota Highlander Limited,5-speed,Expo Motorcars,1,2013
2547,Jeep,4wd,Gray,Black,12756,32,34950,7,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Mitch Crawford's Holiday Motors LLC,1,2018
2548,Ford,4wd,Tuxedo Black Metallic,Black,51871,28,29988,1241,5.0,F-150,Ford F-150 Lariat,6-speed,Dick Smith Ford,0,2014
2549,Lincoln,4wd,Black Velvet Metallic,Ebony,4989,32,27999,664,5.0,MKZ,Lincoln MKZ Base,6-speed,Heiser Ford Lincoln,1,2016
2550,Lexus,4wd,Nebula Gray Pearl,Light Gray,37902,20,25400,31,5.0,RX,Lexus RX 350 Base,6-speed,Northtown Lexus,1,2014
2551,Cadillac,4wd,Platinum Ice Tri-Coat,Shale / Brownstone,26213,32,28526,156,5.0,SRX,Cadillac SRX Luxury Collection,6-speed,Keyser Cadillac,1,2015
2552,BMW,rwd,Space Gray Metallic,Silverstone,38655,23,52388,20,5.0,M6,BMW M6 Gran Coupe Base,7-speed,Paul Miller Select,1,2014
2553,BMW,4wd,Mineral Silver Metallic,Cognac,53420,22,35888,20,5.0,X6,BMW X6 xDrive35i,8-speed,Paul Miller Select,1,2015
2554,Volkswagen,4wd,Pure White,Titan Black,62406,26,14998,75,5.0,Golf,Volkswagen Golf GTI AUTOBAHN,6-speed,Sewell Lexus of Dallas,0,2015
2555,Mercedes-Benz,rwd,Magnetite Black Metallic,Black,19722,32,48983,146,5.0,S,Mercedes-Benz S 63 AMG,7-speed,Texas Cars Direct,1,2013
2556,Jeep,4wd,Black Clearcoat,Light Pebble Beige / Dark Slate Gra,48591,22,11487,87,5.0,Compass,Jeep Compass Sport,6-speed,PM Standley Motorcars,1,2016
2557,Mercedes-Benz,rwd,Designo Cardinal Red Metallic,Black,11677,32,39950,1327,5.0,E,Mercedes-Benz E 300,9-speed,eCarOne.com,1,2017
2558,RAM,4wd,Black,Gray,6236,32,32995,110,5.0,2500,RAM 2500 SLT,6-speed,"Bergen Car Company, Inc.",1,2017
2559,Volkswagen,4wd,Gray,Titan Black,45429,32,10999,1544,5.0,Passat,Volkswagen Passat 1.8T Auto SE w/Sunroof PZEV,6-speed,Hillside Automall,1,2014
2560,Kia,4wd,Gray,Gray,10056,27,10344,1544,5.0,Forte,Kia Forte LX,6-speed,Hillside Automall,1,2015
2561,Nissan,4wd,Brilliant Silver,Charcoal,40440,32,17999,1544,5.0,Rogue,Nissan Rogue SL,6-speed,Hillside Automall,1,2015
2562,Mazda,4wd,Crystal White Pearl Mica,Black,139573,26,6490,279,5.0,Mazda3,Mazda Mazda3 i Touring,6-speed,Classic Chrysler Jeep Dodge,1,2013
2563,Mitsubishi,4wd,White,Automatic CVT,53935,25,6995,69,5.0,Lancer,Mitsubishi Lancer ES,fwd,ACA Auto Sales,1,2013
2564,Volvo,4wd,Black Stone,Soft Beige,43795,31,21995,16,5.0,XC70,Volvo XC70 3.2,6-speed,Volvo Cars of Queens,1,2014
2565,Chevrolet,4wd,Blue Velvet Metallic,Jet Black,65976,25,12890,43,5.0,Malibu,Chevrolet Malibu 1LT,6-speed,Van Horn Ford Chevrolet of Newhall,1,2016
2566,Lexus,4wd,Nebula Gray Pearl,Black,35674,32,43500,68,5.0,GX,Lexus GX 460 Luxury,6-speed,Lexus of Madison,1,2015
2567,Lexus,4wd,Atomic Silver,Black,12393,32,30950,68,5.0,NX,Lexus NX 200t NX,6-speed,Lexus of Madison,1,2017
2568,Ford,4wd,Shadow Black,Dune,57823,26,15999,181,5.0,Fusion,Ford Fusion SE,6-speed,Victory Ford,1,2016
2569,Ford,4wd,Tuxedo Black,Charcoal Black,98508,25,10511,181,5.0,Escape,Ford Escape SE,6-speed,Victory Ford,1,2015
2570,Jeep,4wd,Diamond Black,Black,11860,32,36900,29,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Don's Auto Clinic,1,2018
2571,MINI,4wd,Thunder Gray Metallic,Carbon Black,18576,32,17614,90,5.0,Hardtop,MINI Hardtop Cooper S,6-speed,Speedcraft Volkswagen,1,2014
2572,Mazda,4wd,Crystal White Pearl Mica,Sand,39805,29,24971,63,5.0,CX-9,Mazda CX-9 Grand Touring,6-speed,North Park Mazda,1,2015
2573,Mazda,4wd,Meteor Gray Mica,Black,50917,32,19799,42,5.0,CX-5,Mazda CX-5 Grand Touring,6-speed,Rochester Mazda,1,2015
2574,Chevrolet,4wd,Tungsten Metallic,Jet Black,29242,32,40822,148,5.0,Tahoe,Chevrolet Tahoe LT,6-speed,Mastria Buick GMC,1,2017
2575,Hyundai,4wd,Hyper Silver Metallic,Camel,46349,26,10890,3117,5.0,Azera,Hyundai Azera Base,6-speed,Toyota of Braintree,0,2012
2576,Lexus,4wd,Deep Sea Mica,Parchment,26093,35,24433,1139,5.0,ES,Lexus ES 350 Base,6-speed,Lexus of Watertown,1,2014
2577,Lexus,4wd,Silver Lining,Gray,27391,22,39998,393,5.0,RX,Lexus RX 350,8-speed,Herb Chambers Lexus of Hingham,1,2017
2578,Chevrolet,4wd,Summit White,Jet Black,17949,38,49000,168,5.0,Tahoe,Chevrolet Tahoe LTZ,6-speed,Prime Buick GMC,1,2016
2579,Chevrolet,4wd,Gold Mist Metallic,Cocoa,102576,27,7425,9,5.0,Malibu,Chevrolet Malibu LS Fleet,6-speed,Brandl Chevrolet Buick GMC,1,2011
2580,Subaru,4wd,Crystal Black Silica,Ivory,5218,23,24815,13,5.0,Crosstrek,Subaru Crosstrek 2.0i Premium,6-speed,Stanley Subaru,0,2017
2581,Chevrolet,4wd,Black,Jet Black,34311,30,38994,817,5.0,Tahoe,Chevrolet Tahoe LT,6-speed,Mountain States Toyota,0,2017
2582,Subaru,4wd,Carbide Gray Metallic,Black,24822,32,25000,593,5.0,Outback,Subaru Outback 2.5i Limited,6-speed,Mike Shaw Subaru,0,2015
2583,Mazda,4wd,Jet Black Mica,Sand,26124,26,16887,6,5.0,Mazda6,Mazda Mazda6 Touring,6-speed,Fiat of Scottsdale and Alfa Romeo,1,2017
2584,Mercedes-Benz,4wd,Jupiter Red,BLACK,28602,25,23984,22,5.0,CLA,Mercedes-Benz CLA 250,6-speed,Findlay Honda Henderson,1,2015
2585,Nissan,4wd,Brilliant Silver Metallic,Charcoal,16958,28,29950,129,5.0,Pathfinder,Nissan Pathfinder SL,1-speed,Torre Nissan,1,2017
2586,Chevrolet,rwd,Laser Blue,Jet Black,24319,30,17988,114,5.0,Colorado,Chevrolet Colorado WT,6-speed,Auto Republic Cypress,1,2015
2587,Toyota,4wd,Black,Gray,22976,22,34998,10,5.0,Sequoia,Toyota Sequoia SR5,6-speed,Best Buy Quality Cars,1,2016
2588,Jaguar,rwd,Winter Gold,Ivory / Oyster,86510,26,12236,57,5.0,XF,Jaguar XF Supercharged,6-speed,PCH Pre-Owned Co,1,2009
2589,Ford,rwd,Silver Birch Metallic,Medium Pebble,117582,24,5980,57,5.0,Explorer,Ford Explorer Sport Trac XLS,5-speed,PCH Pre-Owned Co,1,2003
2590,Dodge,rwd,Maximum Steel Metallic,Black / Light Frost Beige,89346,32,15999,7,5.0,Durango,Dodge Durango Citadel,6-speed,Delux Motors,0,2012
2591,Hyundai,rwd,Black Noir Pearl,Jet Black,82389,24,8764,7,5.0,Genesis,Hyundai Genesis 3.8,6-speed,Delux Motors,0,2009
2592,Ford,4wd,Ingot Silver,Black,67293,21,14991,29,5.0,Fusion,Ford Fusion Titanium,6-speed,Lexus of Woodland Hills,1,2015
2593,Chevrolet,4wd,Brilliant Blue Metallic,Jet Black,62907,30,10780,18,5.0,Trax,Chevrolet Trax LT,6-speed,Contra Costa County Public Auto Auction,1,2015
2594,Porsche,rwd,Jet Black Metallic,Black,11520,29,67888,13,5.0,Panamera,Porsche Panamera S,7-speed,Porsche Marin,1,2016
2595,Lexus,4wd,Black Sapphire Pearl,Not Specified,97795,20,13900,15,5.0,IS,Lexus IS 350 4dr Sport Sdn Auto,6-speed,Luxury Sport Auto,1,2009
2596,Honda,4wd,White,Parchment,55914,27,13999,6967,5.0,Accord,Honda Accord LX,6-speed,Northwest Motorsport - Puyallup,1,2015
2597,Acura,4wd,Silver,Black,98042,24,10999,29,5.0,RDX,Acura RDX,5-speed,Autos Only Burien,1,2009
2598,Nissan,4wd,Magnetic Gray,Charcoal,22724,23,11314,17,5.0,Sentra,Nissan Sentra S,6-speed,Lincoln & Mazda of Olympia,1,2014
2599,Nissan,4wd,Gun Metallic,Charcoal,25448,30,19895,26,5.0,Rogue,Nissan Rogue SL,6-speed,King Volvo Cars,1,2015
2600,MINI,4wd,White Silver Metallic,Carbon Black,10966,30,18970,29,5.0,Hardtop,MINI Hardtop Cooper,fwd,Orlando MINI,1,2016
2601,Toyota,4wd,Super White,Bisque,199877,32,5367,148,5.0,Camry,Toyota Camry LE,5-speed,Battleground Kia,0,2008
2602,Lexus,rwd,Nebula Gray Pearl,Chateau,10705,29,29500,22,5.0,IS,Lexus IS 200t Base,8-speed,Lexus of Orlando,1,2017
2603,Mitsubishi,4wd,Wicked White,Black,63631,29,22500,22,5.0,Lancer,Mitsubishi Lancer Evolution MR,6-speed,Lexus of Orlando,1,2013
2604,Hyundai,4wd,Quartz White Pearl,Gray,44179,25,10888,42,5.0,Sonata,Hyundai Sonata 2.4,6-speed,Hertz Car Sales Orlando,1,2016
2605,Subaru,4wd,Gray,Gray,199532,29,3950,16,5.0,Outback,Subaru Outback,6-speed,Sharp Motors,1,2008
2606,Honda,4wd,Modern Steel Metallic,Black,10122,32,12999,10079,5.0,Fit,Honda Fit LX,1-speed,Off Lease Only Orlando,1,2017
2607,Nissan,rwd,Magnetic Black,Black,72039,22,13995,7,5.0,370Z,Nissan 370Z Base,7-speed,"Cars Of Tampa, Inc",1,2011
2608,BMW,4wd,Blue,Black,39752,26,19500,77,5.0,228,BMW 228 i,8-speed,RDU Auto Sales,1,2015
2609,Toyota,rwd,Inferno Red,Graphite,22537,25,28487,1708,5.0,Tacoma,Toyota Tacoma TRD Off Road,6-speed,"Dan Cummins Chevrolet, Buick",1,2017
2610,Jaguar,rwd,Polaris White,Barley/Warm Charcoal lower,49317,86,19911,1200,5.0,XF,Jaguar XF I4 RWD,8-speed,Wilde Jaguar Land Rover Sarasota,1,2013
2611,Ford,4wd,Shadow Black,Camel,18925,32,37980,11,5.0,F-150,Ford F-150 Lariat,6-speed,All-State Ford Truck Sales,1,2017
2612,Ford,4wd,Ingot Silver,Black,24437,26,29987,73,5.0,F-150,Ford F-150 XLT,6-speed,Hertz Car Sales Estero,1,2017
2613,BMW,rwd,Mineral Gray,Spice,9553,34,39456,667,5.0,i3,BMW i3 94 Ah w/Range Extender,1-speed,BMW of Cincinnati North,0,2017
2614,Audi,4wd,Silver,Black,11269,23,76999,438,5.0,R8,Audi R8,6-speed,Mercedes-Benz of Bonita Springs,1,2009
2615,Ford,4wd,White,Medium Light Stone,68770,32,7000,26,5.0,Focus,Ford Focus SE,6-speed,Don Wood Ford Lincoln,1,2012
2616,GMC,rwd,Quicksilver Metallic,Jet Black,66143,27,18924,102,5.0,Sierra,GMC Sierra 1500,6-speed,Barker Buick GMC,1,2015
2617,Mercedes-Benz,4wd,Obsidian Black Metallic,Designo Black,2623,32,149800,74,5.0,AMG,Mercedes-Benz AMG S 63 Base 4MATIC,7-speed,HGreg Lux,1,2017
2618,Dodge,rwd,Mineral Gray Clearcoat Metallic,Medium Slate Gray,76001,28,19995,1372,5.0,Ram,Dodge Ram 2500 SLT,4-speed,Indy Auto Man,1,2006
2619,Toyota,4wd,Attitude Black,Ash,38096,32,16990,317,5.0,Camry,Toyota Camry Hybrid SE,6-speed,Courtesy Auto Sales,1,2015
2620,Mazda,4wd,Crystal White Pearl,Parchment,14668,27,25196,14,5.0,CX-5,Mazda CX-5 Grand Touring,6-speed,Mitsubishi North,1,2016
2621,Cadillac,rwd,White Diamond Tri-Coat,Caramel / Jet Black,49820,32,12999,9252,5.0,ATS,Cadillac ATS 2.5L,6-speed,Off Lease Only Miami,1,2014
2622,Hyundai,4wd,Ironman Silver,Black,21722,32,11180,577,5.0,Accent,Hyundai Accent SE,6-speed,Drivers World,1,2017
2623,BMW,4wd,Black Sapphire,Beige,20971,46,34300,21,5.0,X3,BMW X3 xDrive35i,8-speed,BMW of Little Rock,1,2015
2624,Mazda,4wd,Machine Gray,Auburn,19819,32,33999,821,5.0,CX-9,Mazda CX-9 Signature,6-speed,Tom Roush Lincoln Mazda,1,2016
2625,Dodge,4wd,Bright White,Dark Slate,99356,28,4990,10,5.0,Caliber,Dodge Caliber SE,5-speed,Adams Auto Group,1,2012
2626,Mazda,4wd,Sonic Silver Metallic,Black,5804,30,18740,247,5.0,Mazda6,Mazda Mazda6 Touring,6-speed,Brown's Fairfax Mazda,0,2017
2627,Acura,4wd,Polished Metal Metallic,Ebony,75146,38,16483,356,5.0,MDX,Acura MDX 3.7L Technology,6-speed,Kenny Ross Toyota,1,2010
2628,Mercedes-Benz,4wd,Black,Black,47632,32,38499,60,5.0,CLS,Mercedes-Benz CLS 550 4MATIC,7-speed,Mercedes-Benz of Pittsburgh,1,2014
2629,Mercedes-Benz,4wd,Lunar Blue Metallic,Ginger Beige/Espresso Brown,16990,23,40940,711,5.0,GLE,Mercedes-Benz GLE 350,7-speed,Mercedes-Benz of Silver Spring,1,2016
2630,Honda,4wd,Taffeta White,Gray,28951,32,23998,161,5.0,Pilot,Honda Pilot EX,5-speed,Sport Honda,1,2015
2631,Honda,4wd,Modern Steel Metallic,Gray,24519,32,17298,161,5.0,CR-V,Honda CR-V LX,6-speed,Sport Honda,1,2015
2632,Volvo,4wd,Electric Silver Metallic,Off Black,64955,21,23500,88,5.0,XC90,Volvo XC90 3.2,6-speed,Bobby Rahal Volvo Cars Jaguar Land Rover,0,2014
2633,Land,4wd,Scotia Grey,Lunar / Ivory,25572,32,33000,101,5.0,Rover,Land Rover Range Rover Evoque DYNAMIC,9-speed,Porsche of Annapolis,1,2015
2634,Jeep,4wd,Bright Silver Metallic,Black,14067,36,25585,217,5.0,Wrangler,Jeep Wrangler Unlimited Sahara,6-speed,Preston Ford Lincoln Hyundai Mazda Nissan,1,2011
2635,Honda,4wd,Alabaster Silver Metallic,Black,27153,33,21700,1036,5.0,Accord,Honda Accord Touring,6-speed,Heritage Honda,1,2015
2636,Land,4wd,Loire Blue,Cirrus / Ebony,80899,32,51400,212,5.0,Rover,Land Rover Range Rover 5.0L Supercharged,8-speed,Mercedes-Benz Of Bedford,1,2014
2637,Honda,4wd,Crystal Black Pearl,Black,17585,32,21399,596,5.0,Accord,Honda Accord EX-L,6-speed,Faulkner Honda,1,2016
2638,BMW,4wd,Dark Graphite Metallic,Black,34663,32,28870,457,5.0,535d,BMW 535d xDrive,8-speed,Faulkner Subaru,1,2014
2639,Chevrolet,4wd,White,Gray,120898,29,8888,82,5.0,Traverse,Chevrolet Traverse LT,6-speed,Mr. C's Auto Mart,1,2009
2640,Ford,rwd,Silver,Ebony,181123,20,3995,77,5.0,Ranger,Ford Ranger XLT,5-speed,Dave and Mike's Used Cars of NJ Inc.,1,2002
2641,Ford,4wd,Shadow Black,Brunello,31922,21,29995,90,5.0,F-150,Ford F-150 XLT,6-speed,"Spring Valley Ford, Inc.",1,2016
2642,Honda,4wd,Purple,Black,39019,30,19995,4876,5.0,HR-V,Honda HR-V EX-L w/Navigation,6-speed,Valley Honda,1,2016
2643,INFINITI,4wd,Majestic White,Graphite,28155,32,29000,2074,5.0,Q70,INFINITI Q70 3.7X,7-speed,INFINITI of Naperville,1,2016
2644,Toyota,4wd,Midnight Black Metallic,Ash,5176,32,36975,1585,5.0,Sienna,Toyota Sienna Limited,8-speed,Chevrolet of Naperville,1,2017
2645,Chevrolet,4wd,Black,Ebony,102298,30,22975,1585,5.0,Suburban,Chevrolet Suburban 1500 LTZ,6-speed,Chevrolet of Naperville,0,2013
2646,Acura,4wd,Crystal Black Pearl,Parchment,19246,36,20499,552,5.0,TLX,Acura TLX Tech,8-speed,Berman Nissan of Chicago,1,2015
2647,Honda,4wd,Gray,Beige,7311,20,24995,159,5.0,CR-V,Honda CR-V EX-L,6-speed,Performance Toyota,1,2016
2648,Chevrolet,4wd,Iridescent Pearl Tricoat,Jet Black,27561,32,56986,273,5.0,Suburban,Chevrolet Suburban Premier,6-speed,Jerry Haggerty Chevrolet,1,2017
2649,GMC,4wd,Blue,Jet Black,12944,32,21888,2489,5.0,Terrain,GMC Terrain SLE-2,6-speed,Sunrise Chevrolet of Glendale Heights,1,2016
2650,Ford,rwd,Oxford White,Pewter,14890,20,24995,843,5.0,Transit-250,Ford Transit-250 Base,6-speed,Russ Milne Ford,1,2017
2651,Acura,4wd,White,Parchment,39562,26,30000,273,5.0,MDX,Acura MDX 3.5L Technology Package,6-speed,Elite Acura,1,2015
2652,Jeep,4wd,Billet Silver Metallic Clearcoat,Black,58551,32,20900,1102,5.0,Grand,Jeep Grand Cherokee Laredo,8-speed,Wickstrom Auto Group,1,2015
2653,Jeep,4wd,Bright Silver Metallic,Dark Slate Gray/Medium Slate Gray,87432,28,18000,10,5.0,Wrangler,Jeep Wrangler Unlimited Sport,4-speed,"Premium Auto Sales, Inc.",1,2010
2654,Nissan,4wd,Brilliant Silver,Charcoal,37244,32,24988,418,5.0,Armada,Nissan Armada SV,5-speed,O'Neil Nissan,1,2014
2655,Nissan,4wd,Bordeaux Black,Charcoal,4170,32,27795,418,5.0,Maxima,Nissan Maxima 3.5 SR,continuously,O'Neil Nissan,1,2017
2656,Honda,4wd,Taffeta White,Black / Red,62958,24,16871,966,5.0,Civic,Honda Civic Si,6-speed,Zimmerman Honda,1,2015
2657,Volvo,4wd,Brown,Gray,3718,23,33998,6,5.0,XC60,Volvo XC60 Inscription,8-speed,CarMax Gulf Freeway,1,2017
2658,RAM,rwd,Sagebrush Pearl,Dark Slate,89414,32,17300,28,5.0,1500,RAM 1500 SLT,6-speed,Autos-Mobiles,1,2012
2659,Chevrolet,4wd,Black,Jet Black,35637,32,28635,203,5.0,Silverado,Chevrolet Silverado 2500 LT,6-speed,West Herr Ford of Hamburg,0,2015
2660,Honda,4wd,Black,Black / Red,27073,32,13795,4295,5.0,Civic,Honda Civic EX,6-speed,DCH Academy Honda,1,2015
2661,BMW,4wd,Glacier Silver Metallic,Black,46656,33,16888,855,5.0,328,BMW 328 i xDrive,8-speed,Circle BMW,1,2015
2662,Toyota,4wd,Barcelona Red Metallic,Black,61045,32,23761,1016,5.0,4Runner,Toyota 4Runner SR5,5-speed,West Herr Toyota of Williamsville,0,2014
2663,Acura,4wd,Crystal Black Pearl,Ebony,49259,32,24900,1444,5.0,MDX,Acura MDX 3.5L Technology Package,6-speed,DallasLeaseReturns.com,0,2014
2664,Dodge,4wd,Gold,Pastel Pebble Beige,47350,32,8450,14,5.0,Journey,Dodge Journey SXT,6-speed,Major Auto Show Inc.,1,2010
2665,Mercedes-Benz,4wd,Polar White,Almond Beige,45120,32,38950,1327,5.0,GL,Mercedes-Benz GL 450 4MATIC,7-speed,eCarOne.com,1,2016
2666,Hyundai,4wd,Silver,Gray,100577,24,7800,8,5.0,Sonata,Hyundai Sonata GLS PZEV,6-speed,5 Corners Chrysler Dodge Jeep RAM,1,2012
2667,Toyota,4wd,Pyrite Mica,Black,47462,32,18886,539,5.0,RAV4,Toyota RAV4 Limited,6-speed,Audi Meadowlands,1,2015
2668,Honda,4wd,Gray,Gray,36041,30,9981,41,5.0,Civic,Honda Civic EX,5-speed,Showroom Auto Sales,0,2013
2669,Hyundai,4wd,Dark Truffle,Beige,35808,32,11395,1544,5.0,Sonata,Hyundai Sonata SE,6-speed,Hillside Automall,1,2016
2670,Volkswagen,4wd,Pure White,Black / Palladium Grey,8423,34,12995,570,5.0,Jetta,Volkswagen Jetta 1.4T S,6-speed,Sunrise Volkswagen,1,2017
2671,Kia,4wd,Solar Yellow,Black,50449,27,11900,102,5.0,Soul,Kia Soul +,6-speed,Novak Motors,1,2015
2672,Ford,4wd,Gold,Midnight Gray,85945,25,5991,65,5.0,Explorer,Ford Explorer XLT,5-speed,Performance Auto Incorporated,1,2003
2673,Chevrolet,rwd,Black,RED/BLACK LEATHER,2547,23,66900,598,5.0,Corvette,Chevrolet Corvette Grand Sport 3LT,8-speed,Karl Chevrolet,0,2017
2674,Ford,4wd,Shadow Black,Ebony,48621,29,34576,82,5.0,Expedition,Ford Expedition EL Limited,6-speed,Jon Murdock Chevrolet,1,2016
2675,Chevrolet,rwd,Blue Ray Metallic,Black,47367,32,22850,553,5.0,Camaro,Chevrolet Camaro 2SS,6-speed,Richard Chevrolet,1,2014
2676,Toyota,rwd,Silver Sky Metallic,Gray,26210,21,22500,101,5.0,Tacoma,Toyota Tacoma SR,6-speed,World Car Kia New Braunfels,1,2016
2677,Mercedes-Benz,4wd,Iridium Silver Metallic,Black,24716,32,61719,403,5.0,S,Mercedes-Benz S 550 4MATIC,7-speed,"Viti, Inc.",1,2015
2678,Cadillac,4wd,Phantom Gray Metallic,Light Platinum / Jet Black,56323,32,19500,148,5.0,CTS,Cadillac CTS 2.0L Turbo,6-speed,Mastria Buick GMC,1,2014
2679,GMC,4wd,Quicksilver Metallic,Ebony,43872,32,19880,148,5.0,Acadia,GMC Acadia SLE-1,6-speed,Mastria Buick GMC,1,2014
2680,Kia,4wd,Metal Bronze,Beige,12895,20,9953,251,5.0,Optima,Kia Optima LX,6-speed,Pride Kia,0,2011
2681,BMW,4wd,Black Sapphire Metallic,Black,38434,33,24977,37,5.0,X5,BMW X5 xDrive35i,8-speed,Porsche St. Paul,1,2013
2682,Mercedes-Benz,rwd,White,Shara Beige,56055,27,14995,182,5.0,C,Mercedes-Benz C 250,7-speed,Portsmouth Used Car Superstore,1,2012
2683,Toyota,4wd,Blizzard Pearl,Sand Beige,12314,28,41291,484,5.0,4Runner,Toyota 4Runner Limited,5-speed,Groove Toyota,1,2017
2684,Subaru,4wd,Ice Silver Metallic,Black,22939,26,22590,3427,5.0,Outback,Subaru Outback 2.5i Premium,6-speed,Groove Subaru,1,2015
