,company,drivertrain,exterior_color,interior_color,mile,photos,price,review_no,star,subname,title,transmission,vendor,video,year
2685,Dodge,rwd,Maximum Steel Clearcoat Metallic,Black,42195,26,21390,9,5.0,Charger,Dodge Charger R/T,8-speed,Hertz Car Sales Scottsdale,1,2016
2686,Dodge,4wd,Bright White Clearcoat,Med Slate Gray,53876,31,26493,37,5.0,Ram,Dodge Ram 2500 Quad Cab,4-speed,TJ Chapman Auto LLC,0,2007
2687,Mazda,4wd,Black Mica,Black,184511,24,3975,7,5.0,Mazda3,Mazda Mazda3 i Sport,5-speed,Murdock GM,1,2010
2688,Mercedes-Benz,4wd,Black,Black,8742,54,52995,45,5.0,AMG,Mercedes-Benz AMG GLC 43 Base 4MATIC,9-speed,MINI of San Diego,1,2017
2689,Mercedes-Benz,4wd,White,Black,17811,25,24999,15,5.0,CLA,Mercedes-Benz CLA 250 Base,7-speed,Randys Auto Sales,1,2017
2690,Honda,4wd,Modern Steel Metallic,Black,20484,23,16499,140,5.0,Civic,Honda Civic LX,6-speed,Sierra Honda,1,2017
2691,Hyundai,4wd,Ironman Silver,Gray,43351,26,8824,7,5.0,Accent,Hyundai Accent SE,6-speed,Hertz Car Sales Costa Mesa,1,2016
2692,INFINITI,rwd,Moonlight White,Wheat,61036,23,27650,7,5.0,QX56,INFINITI QX56 Base,7-speed,Delux Motors,0,2012
2693,Audi,4wd,Phantom Black Pearl,Black,26953,24,42500,654,5.0,RS,Audi RS 5 2dr Cpe,7-speed,Russell Westbrook Chrysler Dodge Jeep Ram of Van Nuys,1,2013
2694,Lexus,4wd,Atomic Silver,Black,153,28,35998,758,5.0,NX,Lexus NX 300 F Sport,6-speed,Keyes Lexus,1,2018
2695,BMW,rwd,White,Tera Dalbergia Brown,26476,23,19994,271,5.0,i3,BMW i3 Base w/ Range Extender,1-speed,Bob Smith BMW,1,2014
2696,Honda,4wd,Alabaster Silver Metallic,Black,92365,25,9350,18,5.0,CR-V,Honda CR-V LX,5-speed,Contra Costa County Public Auto Auction,1,2010
2697,BMW,4wd,Estoril Blue Metallic,Black,22376,32,32997,184,5.0,M235,BMW M235 i,6-speed,BMW of San Francisco,1,2015
2698,Dodge,4wd,Gray,Dark Slate/Medium Graystone w/Cloth 40/20/40 Bench,44335,26,19888,93,5.0,Ram,Dodge Ram 1500 SLT,5-speed,North Bay Nissan,1,2011
2699,Ford,4wd,Blue,Earth,16408,39,29599,365,5.0,F-150,Ford F-150 XLT,6-speed,Chrysler Jeep Dodge RAM of Puyallup,1,2017
2700,INFINITI,rwd,Moonlight White,Graphite,24928,25,39988,704,5.0,QX80,INFINITI QX80 Base,7-speed,INFINITI of Gwinnett,1,2014
2701,Lexus,4wd,Nebula Gray Pearl,Sepia,43985,21,48973,28,5.0,GX,Lexus GX 460 Luxury,6-speed,Jim Hudson Lexus,1,2016
2702,Nissan,4wd,Cayenne Red,Black,354,32,33000,19,5.0,Titan,Nissan Titan XD SV,6-speed,Nissan of Albertville,1,2017
2703,Toyota,4wd,Blue,Sand Beige,116341,22,14997,6,5.0,Highlander,Toyota Highlander Limited,5-speed,Ultimate Motor Cars,1,2011
2704,Jeep,4wd,Brilliant Black Crystal Pearlcoat,Black,52235,32,18900,12,5.0,Grand,Jeep Grand Cherokee Laredo,8-speed,Auto Brokers,1,2015
2705,Acura,4wd,Graphite Luster Metallic,Gray,29600,32,25700,270,5.0,RDX,Acura RDX Technology Package,6-speed,Toddscarteam.com,1,2015
2706,Lincoln,4wd,Diamond Black,Ebony,18211,28,32998,29,5.0,MKX,Lincoln MKX Reserve,6-speed,Orlando MINI,1,2017
2707,Jeep,4wd,Stone White,Black,42643,29,21000,22,5.0,Grand,Jeep Grand Cherokee Overland,6-speed,Lexus of Orlando,1,2012
2708,Mazda,4wd,Meteor Gray Mica,Black,45318,32,13000,338,5.0,Mazda3,Mazda Mazda3 s Touring,6-speed,Prestige Motors Tampa,1,2014
2709,Mercedes-Benz,rwd,Black,Black,26643,32,33476,36,5.0,E,Mercedes-Benz E 350,7-speed,Hillsboro Auto Mart,1,2014
2710,Dodge,rwd,Bright White Clearcoat,Black,66396,25,20392,908,5.0,Charger,Dodge Charger R/T,8-speed,Ed Morse Cadillac of Tampa,1,2015
2711,Acura,4wd,Crystal Black Pearl,Ebony,40998,32,29600,49,5.0,MDX,Acura MDX 3.5L Technology Package,6-speed,Gates Honda,1,2015
2712,Mercedes-Benz,4wd,Dolomite Brown Metallic,Almond Beige,53383,32,17799,598,5.0,C,Mercedes-Benz C 300 4MATIC,7-speed,Auction Direct (Raleigh),1,2013
2713,Cadillac,4wd,Black Raven,Jet Black,49266,32,46994,1255,5.0,Escalade,Cadillac Escalade Premium,6-speed,Hanna Imports,1,2015
2714,GMC,4wd,Ebony Twilight Metallic,Black,2182,24,41500,10,5.0,Acadia,GMC Acadia Denali,6-speed,Woodall Automall,1,2017
2715,Honda,4wd,Obsidian Blue Pearl,Gray,9758,32,32981,56,5.0,Pilot,Honda Pilot EX-L,6-speed,Quantrell Cadillac Subaru & Volvo,1,2016
2716,Mercedes-Benz,rwd,Polar White,Deep Sea Blue / Silk Beige,44440,31,31900,263,5.0,E,Mercedes-Benz E 350,7-speed,Mercedes-Benz of Jackson,1,2014
2717,BMW,rwd,Mineral White Metallic,Black,5575,29,55000,569,5.0,X5,BMW X5 sDrive35i,8-speed,Sarasota Ford,1,2017
2718,Lexus,rwd,Blue,Gray,22128,23,28998,6,5.0,GS,Lexus GS 350,8-speed,CarMax Memphis,1,2015
2719,BMW,rwd,Black,Black,50422,27,36170,20,5.0,640,BMW 640 Gran Coupe i,8-speed,Ray Brandt Toyota,1,2014
2720,Lexus,rwd,Nebula Gray Pearl,Red,30646,32,56900,117,5.0,GS,Lexus GS F Base,8-speed,Motorcars Louisiana,1,2016
2721,Audi,4wd,Oolong Gray Metallic,Black,22737,32,43500,228,5.0,A8,Audi A8 3.0T,8-speed,Audi West Palm Beach,1,2015
2722,Ford,4wd,Oxford White,Black,23003,39,33994,101,5.0,F-150,Ford F-150 XLT,6-speed,Eddins Ford,1,2016
2723,Chevrolet,4wd,Silver Ice Metallic,Jet Black,35316,49,49500,520,5.0,Tahoe,Chevrolet Tahoe Premier,6-speed,Dave Arbogast Buick GMC,1,2017
2724,Toyota,4wd,Brown Sugar Metallic,Tan,36028,27,11390,14,5.0,Corolla,Toyota Corolla LE,4-speed,Mitsubishi North,1,2015
2725,Nissan,4wd,Brilliant Silver,Black,140410,32,5695,8,5.0,Rogue,Nissan Rogue S,cvt,Pride Auto Sales,1,2011
2726,Audi,4wd,Monsoon Gray Metallic,Titanium Gray / Steel Gray,15013,28,27999,46,5.0,A4,Audi A4 2.0T Premium,6-speed,Parker Audi,1,2016
2727,Dodge,4wd,Copperhead Pearlcoat,Black,56368,22,10748,7,5.0,Journey,Dodge Journey SXT,4-speed,Dan Young Tipton LLC,1,2014
2728,Hyundai,4wd,Twilight Black,Gray,38687,23,16790,7,5.0,Santa,Hyundai Santa Fe Sport 2.0T,6-speed,Dan Young Tipton LLC,1,2013
2729,GMC,4wd,Onyx Black,Jet Black,32936,24,20000,7,5.0,Terrain,GMC Terrain SLE-2,6-speed,Dan Young Tipton LLC,1,2016
2730,Toyota,4wd,Midnight Black Metallic,Sand Beige,16927,27,32250,1312,5.0,4Runner,Toyota 4Runner SR5 Premium,5-speed,Rohrich Toyota,1,2016
2731,Subaru,4wd,Atlantic Blue / Granite Gray,Dark Gray,124137,20,6491,44,5.0,Outback,Subaru Outback 2.5i,4-speed,Cherner Brothers Auto Brokers,1,2006
2732,Mercedes-Benz,4wd,Lunar Blue Metallic,Silk Beige / Black,14837,32,26800,82,5.0,C,Mercedes-Benz C 300 4MATIC,7-speed,Tricars,1,2015
2733,Ford,4wd,White,Medium Earth Gray,32161,41,26500,18,5.0,F-150,Ford F-150 XLT,6-speed,Taylor Hyundai of Findlay,1,2015
2734,Nissan,4wd,Gun Metallic,Cafe Latte,45897,48,16198,105,5.0,Maxima,Nissan Maxima SV,6-speed,Taylor Kia Findlay,1,2014
2735,Chrysler,4wd,Blue,Blue / Black,15053,44,14851,105,5.0,200,Chrysler 200 S,9-speed,Taylor Kia Findlay,1,2015
2736,Mercedes-Benz,4wd,Night Black,Sahara Beige,9406,22,30930,711,5.0,GLA,Mercedes-Benz GLA 250 Base,7-speed,Mercedes-Benz of Silver Spring,1,2018
2737,Chevrolet,4wd,Silver Ice Metallic,Ebony,73763,32,13844,330,5.0,Traverse,Chevrolet Traverse 1LT,6-speed,HAUS AUTO GROUP,1,2012
2738,Chevrolet,4wd,Champagne Silver,Cocoa,31972,32,13106,114,5.0,Malibu,Chevrolet Malibu 1LT,6-speed,Car Smart Automotive,1,2015
2739,Volkswagen,4wd,Alpine Gray Metallic,Charcoal,110617,21,9426,49,5.0,Tiguan,Volkswagen Tiguan SE,6-speed,Fieldhouse Ford Sales,1,2011
2740,RAM,4wd,Deep Cherry Red Crystal Pearlcoat,Cattle Tan / Black,65379,29,26937,49,5.0,1500,RAM 1500 Laramie Longhorn Edition,6-speed,Fieldhouse Ford Sales,1,2013
2741,Mitsubishi,4wd,Sapphire Blue,Black,27911,22,6999,74,5.0,Mirage,Mitsubishi Mirage DE,5-speed,Mentor Mitsubishi,1,2015
2742,Kia,4wd,Titanium Metallic,White,103455,32,9791,82,5.0,Optima,Kia Optima SX,6-speed,Faulkner Cadillac,1,2012
2743,Toyota,4wd,Pacific Blue Metallic,Sand Beige,99577,30,8905,66,5.0,RAV4,Toyota RAV4,4-speed,905 Cars and Trucks,1,2010
2744,Buick,4wd,Silver,Ebony,59270,21,12799,151,5.0,Regal,Buick Regal Premium 1,6-speed,Webb Auto Outlet,1,2013
2745,Ford,rwd,Shadow Black,Ebony,6242,24,24995,90,5.0,Mustang,Ford Mustang EcoBoost Premium,6-speed,"Spring Valley Ford, Inc.",1,2017
2746,Toyota,4wd,Barcelona Red Metallic,Black,29230,28,31999,331,5.0,4Runner,Toyota 4Runner Trail Premium,5-speed,Oakbrook Toyota in Westmont,0,2016
2747,Chrysler,4wd,Tungsten Clearcoat Metallic,Black,79606,44,7990,541,5.0,200,Chrysler 200 Limited,6-speed,Sellers Buick GMC,1,2012
2748,Mazda,4wd,Machine Gray Metallic,Black,2360,41,27391,552,5.0,CX-5,Mazda CX-5 Grand Touring,6-speed,Berman Nissan of Chicago,1,2017
2749,Acura,4wd,Gray,Black,31519,32,22000,37,5.0,RDX,Acura RDX Base,a,Nelson Automotive,0,2015
2750,Audi,4wd,Orca Black Metallic,Black,26823,20,34995,11,5.0,Q7,Audi Q7 3.0 TDI Premium,8-speed,Williams Auto World,1,2013
2751,Honda,4wd,White Diamond Pearl,Beige,40259,32,19990,28,5.0,CR-V,Honda CR-V EX-L,6-speed,Holman Ford Lincoln - Maple Shade,1,2015
2752,Nissan,4wd,Deep Blue Pearl,Black,22076,32,11795,8,5.0,Sentra,Nissan Sentra SR,xtronic,Red Carpet Quality Auto,1,2016
2753,RAM,4wd,White,Gray,82057,28,7995,169,5.0,Cargo,RAM Cargo Tradesman,6-speed,Auto Icon,1,2014
2754,Lincoln,4wd,White,Black,50523,26,20993,34,5.0,MKX,Lincoln MKX Base,6-speed,Expo Motorcars,1,2015
2755,Mercedes-Benz,4wd,Lunar Blue Metallic,Ginger,10622,32,63991,34,5.0,GLS,Mercedes-Benz GLS 450 Base 4MATIC,9-speed,Expo Motorcars,1,2017
2756,Jeep,4wd,Bright White Clearcoat,Dark Slate Gray,41124,25,15695,30,5.0,Patriot,Jeep Patriot Latitude,6-speed,Schaefer & Bierlein Chrysler Dodge Jeep Ram Fiat,1,2015
2757,Jeep,4wd,Red,Brown,107271,32,17670,8,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Hoyte Chrysler Durant,1,2014
2758,Audi,4wd,Garnet Red Pearl Effect,Velvet Beige,32426,49,36495,679,5.0,A7,Audi A7 3.0T Premium Plus quattro,8-speed,Gold Coast Cadillac,0,2015
2759,Kia,4wd,Snow White Pearl,Gray,49621,50,14495,679,5.0,Optima,Kia Optima SX,6-speed,Gold Coast Cadillac,0,2013
2760,Toyota,4wd,White,Gray,35241,31,16199,61,5.0,Camry,Toyota Camry,6-speed,Brown's West Branch Chrysler Dodge Jeep & Ram,1,2017
2761,Honda,4wd,White,Tan,15600,20,36400,31,5.0,Ridgeline,Honda Ridgeline RTL-E,6-speed,Northtown Lexus,1,2017
2762,Toyota,4wd,Salsa Red Pearl,Black,89491,32,18499,1016,5.0,4Runner,Toyota 4Runner SR5,5-speed,West Herr Toyota of Williamsville,0,2011
2763,Land,4wd,Narvik Black,Ebony,17072,32,33450,1327,5.0,Rover,Land Rover Discovery Sport HSE,9-speed,eCarOne.com,1,2017
2764,Jeep,4wd,Brilliant Black Crystal Pearl,Black,122160,24,14100,8,5.0,Grand,Jeep Grand Cherokee Laredo,5-speed,5 Corners Chrysler Dodge Jeep RAM,1,2012
2765,Chevrolet,rwd,Blade Silver Metallic,Spice Red,1049,32,70950,1327,5.0,Corvette,Chevrolet Corvette Z06,8-speed,eCarOne.com,1,2016
2766,Volkswagen,4wd,Candy White / Black Roof,Moonrock Gray,29558,32,14286,539,5.0,Passat,Volkswagen Passat 1.8T Sport,6-speed,Audi Meadowlands,1,2015
2767,Ford,4wd,Tuxedo Black,Tan,16138,36,13987,8587,5.0,Focus,Ford Focus Electric Base,1-speed,Zeck Ford,0,2015
2768,Nissan,4wd,Pearl White,Charcoal,40015,30,12399,1544,5.0,Altima,Nissan Altima 2.5 SV,6-speed,Hillside Automall,1,2015
2769,GMC,4wd,Iridium Metallic,Jet Black,5989,23,33702,43,5.0,Acadia,GMC Acadia SLT-1,6-speed,Van Horn Ford Chevrolet of Newhall,1,2017
2770,Chevrolet,4wd,Heather Gray Metallic,Jet Black,4583,32,26997,43,5.0,Volt,Chevrolet Volt Premier,1-speed,Van Horn Ford Chevrolet of Newhall,1,2017
2771,BMW,rwd,Glacier Silver Metallic,Black / Blue,46884,23,29940,7,5.0,435,BMW 435 i,8-speed,Jackie Cooper BMW,1,2014
2772,GMC,4wd,Graphite Gray Metallic,Jet Black,11377,30,22000,61,5.0,Terrain,GMC Terrain SLT,6-speed,Bob Moore Subaru,1,2017
2773,GMC,4wd,Onyx Black,Jet Black,37175,29,42000,61,5.0,Yukon,GMC Yukon XL SLT,6-speed,Bob Moore Subaru,1,2016
2774,Kia,4wd,Silky Silver,Charcoal,11013,24,19400,1422,5.0,Niro,Kia Niro LX,6-speed,Premier Subaru Kia,1,2017
2775,Toyota,4wd,Gray,6-Speed Automatic,46357,23,14980,10,5.0,RAV4,Toyota RAV4 LE,awd,Blasius Pre-Owned Auto,1,2015
2776,Jeep,4wd,Deep Cherry Red Crystal Pearlcoat,Dark Slate Gray,31710,29,13901,55,5.0,Compass,Jeep Compass Sport,6-speed,Toyota of Smithfield,0,2017
2777,Toyota,4wd,Parisian Night Pearl,Ivory,22438,32,22995,55,5.0,Venza,Toyota Venza XLE,6-speed,Toyota of Smithfield,0,2015
2778,Subaru,4wd,Venetian Red Pearl,Dark Gray,85430,32,11500,148,5.0,Legacy,Subaru Legacy 2.5i Limited,6-speed,Mastria Buick GMC,1,2014
2779,Toyota,4wd,Tan,Beige,28708,20,12988,14,5.0,Corolla,Toyota Corolla LE,6-speed,Autoroad Sport Cars,1,2015
2780,Ford,rwd,Black,Charcoal Black / Blue,24493,32,24996,134,5.0,Mustang,Ford Mustang GT Premium,6-speed,Johnson Ford of New Richmond,0,2014
2781,Jeep,4wd,Brilliant Black Crystal Pearlcoat,Black,79631,31,24991,41,5.0,Grand,Jeep Grand Cherokee Summit,8-speed,Bloomington Chrysler Jeep Dodge RAM,1,2014
2782,Cadillac,4wd,White Diamond Tri-Coat,Ebony,60125,32,36300,48,5.0,Escalade,Cadillac Escalade Platinum Edition,6-speed,Gene Messer Chevrolet,1,2013
2783,Volkswagen,4wd,White,Cornsilk Beige,39228,31,33900,867,5.0,Touareg,Volkswagen Touareg Sport,8-speed,Street Volkswagen Of Amarillo,1,2015
2784,RAM,4wd,Mineral Gray Clearcoat Metallic,Dark Slate,86373,31,21995,7,5.0,1500,RAM 1500 Sport,6-speed,Rudolph Cars,1,2012
2785,Toyota,4wd,Silver Sky Metallic,Ash,9285,26,34621,478,5.0,Highlander,Toyota Highlander Limited,6-speed,Right Toyota Scion,1,2016
2786,GMC,4wd,White,Light Titanium,175721,31,4995,7,5.0,Acadia,GMC Acadia SLE-1,6-speed,Murdock GM,1,2008
2787,Ford,4wd,Magnetic,Ebony Black,47571,26,22888,7,5.0,Explorer,Ford Explorer XLT,6-speed,Hertz Car Sales Costa Mesa,1,2016
2788,Toyota,4wd,Super White,Black,39031,26,9322,7,5.0,Yaris,Toyota Yaris L,4-speed,Hertz Car Sales Costa Mesa,1,2016
2789,Jeep,4wd,Anvil Clearcoat,Black,41227,30,32988,114,5.0,Wrangler,Jeep Wrangler Unlimited Rubicon,6-speed,Auto Republic Cypress,1,2014
2790,Chrysler,4wd,Gray,Black,56234,20,14498,10,5.0,300,Chrysler 300 S,8-speed,Best Buy Quality Cars,1,2014
2791,Jeep,rwd,Brilliant Black Crystal Pearlcoat,Black,27425,39,26874,22,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Glenn E Thomas Dodge Chrysler Jeep RAM,1,2015
2792,Ford,4wd,Ingot Silver,Charcoal Black,49937,38,14315,22,5.0,Fusion,Ford Fusion Titanium,6-speed,Glenn E Thomas Dodge Chrysler Jeep RAM,1,2015
2793,Jeep,rwd,Granite Crystal Clearcoat Metallic,Black,11002,39,27865,22,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Glenn E Thomas Dodge Chrysler Jeep RAM,0,2015
2794,Jeep,rwd,Maximum Steel Metallic,Black,19067,42,31967,22,5.0,Grand,Jeep Grand Cherokee Overland,8-speed,Glenn E Thomas Dodge Chrysler Jeep RAM,0,2015
2795,BMW,4wd,Glacier Silver Metallic,Black,9747,31,30997,184,5.0,M235,BMW M235 i,6-speed,BMW of San Francisco,1,2015
2796,Toyota,4wd,Silver,Black,9906,22,26988,6,5.0,RAV4,Toyota RAV4 SE,6-speed,City Toyota,1,2017
2797,Ford,4wd,Gray,Black,21574,41,29599,365,5.0,F-150,Ford F-150 XLT,6-speed,Chrysler Jeep Dodge RAM of Puyallup,1,2017
2798,Lexus,4wd,Black,Black,93425,27,13499,29,5.0,CT,Lexus CT 200h Base,6-speed,Autos Only Burien,1,2013
2799,Volkswagen,4wd,Blue,Gray,63597,32,8988,9,5.0,Routan,Volkswagen Routan SEL,6-speed,Auto Connections Seattle,1,2009
2800,Ford,4wd,Silver,4-Speed Automatic,138510,23,5995,51,5.0,Crown,Ford Crown Victoria Police Interceptor,rwd,Edwards of Moultrie,1,2007
2801,Toyota,4wd,Attitude Black Metallic,Black,56082,32,37999,33,5.0,4Runner,Toyota 4Runner TRD Pro,5-speed,Jim Hudson Ford,1,2015
2802,RAM,4wd,Granite Crystal Clearcoat Metallic,Canyon Brown / Light Frost Beige,83715,32,33597,10,5.0,3500,RAM 3500 Big Horn,6-speed,Exclusive Auto Wholesale,1,2016
2803,Chevrolet,4wd,Blue Granite Metallic,Ebony,118619,24,14250,32,5.0,Tahoe,Chevrolet Tahoe LS,6-speed,Friendship Nissan,1,2009
2804,Toyota,rwd,Pyrite Mica,Beige,160526,32,12995,8,5.0,Sequoia,Toyota Sequoia SR5,6-speed,1st Stop Auto Sales,1,2008
2805,Toyota,4wd,Silver Knockout Metallic,Black,10457,20,18989,68,5.0,C-HR,Toyota C-HR XLE,6-speed,Toyota of Rock Hill,1,2018
2806,Toyota,4wd,Gold,TAN,185411,26,4999,13,5.0,Camry,Toyota Camry LE,6-speed,United Auto LLC,1,2007
2807,Dodge,4wd,White,Tan,109711,32,7990,96,5.0,Journey,Dodge Journey SE,4-speed,Metro Motors LLC,1,2012
2808,Nissan,rwd,White,Black,22201,27,25232,40,5.0,Titan,Nissan Titan SV,7-speed,Howard Bentley Buick GMC,1,2017
2809,BMW,rwd,Alpine White,Black,89183,29,22968,303,5.0,M3,BMW M3,7-speed,Hi-Line Garage,1,2008
2810,Lexus,4wd,White,Black,16059,32,32300,50,5.0,RX,Lexus RX 350 Base,6-speed,Auto World of Nashville,1,2015
2811,Nissan,4wd,Beige,Gray,176089,32,4500,50,5.0,Xterra,Nissan Xterra SE,4-speed,Auto World of Nashville,1,2004
2812,Cadillac,4wd,Graphite Metallic,Light Titanium / Ebony,25474,38,26583,206,5.0,SRX,Cadillac SRX Luxury Collection,6-speed,Massey Cadillac of South Orlando,1,2016
2813,Cadillac,4wd,Black,Jet Black,17053,25,59949,8,5.0,Escalade,Cadillac Escalade Premium,8-speed,Tim Short Chrysler Dodge Jeep Ram Hyundai - Fiat,1,2015
2814,Acura,4wd,Crystal Black Pearl,Ebony,48320,32,15990,225,5.0,ILX,Acura ILX 2.4L,8-speed,Courtesy Acura,1,2016
2815,GMC,4wd,Iridium Metallic,Jet Black,55948,30,41000,54,5.0,Yukon,GMC Yukon SLT,6-speed,Country Chevrolet Buick GMC,1,2015
2816,Ford,4wd,Black,Black,19177,32,33480,11,5.0,Explorer,Ford Explorer Limited,6-speed,All-State Ford Truck Sales,1,2017
2817,BMW,rwd,Alpine White,Ivory White,28685,22,43800,84,5.0,X6,BMW X6 sDrive35i,8-speed,Lexus of New Orleans,1,2015
2818,Toyota,4wd,Midnight Black Metallic,Black,20521,25,40000,67,5.0,Tundra,Toyota Tundra Platinum,6-speed,Mark Porter Ford,1,2016
2819,Jeep,4wd,Black Clearcoat,Black,8105,23,30000,20,5.0,Wrangler,Jeep Wrangler Unlimited Sport,5-speed,Kings Chrysler Jeep Dodge RAM,1,2017
2820,Kia,4wd,Platinum Graphite,Black,29649,25,8969,28,5.0,Rio,Kia Rio LX,6-speed,Coad Chevrolet Inc,1,2016
2821,Ford,4wd,Black,Black,53857,32,7100,7,5.0,Focus,Ford Focus SE,6-speed,Auto Mart Of Ohio,1,2013
2822,Chevrolet,4wd,Black Granite Metallic,Jet Black,176498,26,5000,141,5.0,Cruze,Chevrolet Cruze 1LT,6-speed,Germain Nissan,1,2013
2823,Honda,4wd,Crystal Black Pearl,Black,32938,37,15500,2358,5.0,Civic,Honda Civic LX,6-speed,Checkered Flag Honda,1,2016
2824,Mitsubishi,4wd,Infrared,Black,41603,27,6988,14,5.0,Mirage,Mitsubishi Mirage DE,5-speed,Mitsubishi North,1,2014
2825,Toyota,4wd,White,Black,35468,20,13490,34,5.0,Corolla,Toyota Corolla S Premium,6-speed,Jack Schmitt Chevrolet Wood River,1,2015
2826,MINI,4wd,Chili Pepper Red,Carbon Black,40740,24,12500,101,5.0,Clubman,MINI Clubman Cooper,6-speed,MINI of Montgomery County,1,2013
2827,Ford,4wd,White Platinum Tri-Coat Metallic,Charcoal Black,125860,23,9994,1188,5.0,Flex,Ford Flex Limited,6-speed,ODaniel Automart Mazda,1,2010
2828,Lexus,4wd,Atomic Silver,Black,15828,32,30736,330,5.0,ES,Lexus ES 350 Base,6-speed,HAUS AUTO GROUP,1,2016
2829,BMW,4wd,Space Gray Metallic,Black,4758,27,52993,896,5.0,X5,BMW X5 xDrive35i,8-speed,BMW of Catonsville,1,2018
2830,Jeep,4wd,Silver,Gray,47594,30,24286,217,5.0,Wrangler,Jeep Wrangler Unlimited Sport,5-speed,Preston Ford Lincoln Hyundai Mazda Nissan,1,2014
2831,Toyota,rwd,Timberland Mica,Graphite,139240,28,12995,110,5.0,Tacoma,Toyota Tacoma PreRunner,5-speed,Koons Toyota Scion Of Westminster,1,2010
2832,Chevrolet,rwd,Blade Silver Metallic,Jet Black,1056,27,46766,244,5.0,Corvette,Chevrolet Corvette Stingray,8-speed,Ganley Chevrolet Brook Park,1,2017
2833,Chevrolet,4wd,Silver Ice Metallic,Jet Black,32514,31,14506,114,5.0,Trax,Chevrolet Trax LT,6-speed,Car Smart Automotive,1,2016
2834,Nissan,4wd,Black,Black,37973,21,14998,7,5.0,Altima,Nissan Altima 2.5 SL,1-speed,CarMax White Marsh,1,2016
2835,RAM,4wd,Bright Red,Diesel Gray / Black,65665,33,20000,162,5.0,1500,RAM 1500 Tradesman/Express,8-speed,Taylor KIA of Toledo,1,2015
2836,Chevrolet,rwd,Black,Jet Black,2883,20,67000,4897,5.0,Corvette,Chevrolet Corvette Z06,7-speed,Phillips Chevrolet,1,2015
2837,Volkswagen,4wd,Gray,Gray,41331,32,8950,134,5.0,Passat,Volkswagen Passat S,5-speed,Nye Motor Company,1,2014
2838,Toyota,4wd,Green,Gray,36755,32,15500,25,5.0,Prius,Toyota Prius Four,6-speed,George's Used Cars,1,2014
2839,Chevrolet,4wd,Summit White,Ebony,99812,26,19400,24,5.0,Suburban,Chevrolet Suburban LT,6-speed,Faulkner Chevrolet,0,2013
2840,Toyota,4wd,Classic Silver Metallic,Light Gray,83282,28,13786,331,5.0,Venza,Toyota Venza Base,6-speed,Oakbrook Toyota in Westmont,0,2011
2841,Jeep,4wd,Bright White Clearcoat,Brown,31066,32,29347,1037,5.0,Grand,Jeep Grand Cherokee Summit,8-speed,Grand Subaru,1,2014
2842,Nissan,4wd,Gun Metallic,Charcoal,62389,26,11917,67,5.0,Altima,Nissan Altima 2.5 S,6-speed,Nissan of Turnersville,1,2015
2843,Volkswagen,4wd,Black Uni,Titan Black,23966,32,17960,723,5.0,Passat,Volkswagen Passat 2.0L TDI SE,6-speed,Jim Wynn Volkswagen and Wynn Volvo Cars,1,2015
2844,Cadillac,4wd,Black Raven,Jet Black,80434,24,14995,712,5.0,XTS,Cadillac XTS Livery Package,6-speed,Highland Park Ford Lincoln,1,2014
2845,Toyota,4wd,Millenium Silver Metallic,Charcoal,163193,32,5500,10,5.0,Highlander,Toyota Highlander Base,4-speed,Highland Park Truck & Auto Center,1,2002
2846,Honda,4wd,Green Tea Metallic,Black,167073,32,6988,121,5.0,CR-V,Honda CR-V LX,5-speed,Bowman Auto Center,1,2009
2847,RAM,4wd,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,21432,32,27995,313,5.0,1500,RAM 1500 Big Horn,8-speed,Tom Sparks Auto,0,2016
2848,Honda,4wd,White Diamond Pearl,Black,10504,29,28295,770,5.0,CR-V,Honda CR-V EX-L,6-speed,Crippen Automotive,1,2017
2849,Jeep,4wd,Billet Silver Metallic Clearcoat,Black,4637,30,36990,28,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Holman Ford Lincoln - Maple Shade,1,2018
2850,Mercedes-Benz,rwd,Black,Black,36043,42,55993,728,5.0,S,Mercedes-Benz S 550,7-speed,Planet Ford 45,1,2016
2851,Jeep,4wd,Black,Black,84800,32,21450,55,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,Texans Auto Group,1,2015
2852,Lincoln,4wd,Tuxedo Black Metallic,Ebony,33504,29,24995,30,5.0,MKC,Lincoln MKC Base,6-speed,Schaefer & Bierlein Chrysler Dodge Jeep Ram Fiat,1,2015
2853,Chevrolet,4wd,Black,Black,30996,26,23200,25,5.0,Traverse,Chevrolet Traverse 1LT,6-speed,Dave's Used Cars,1,2017
2854,Jeep,4wd,Black,Black,128602,24,14599,71,5.0,Wrangler,Jeep Wrangler Unlimited Sport,5-speed,All American Ford Point Pleasant,1,2012
2855,Ford,4wd,Blue,Ebony Black,124987,32,4595,8,5.0,Escape,Ford Escape Limited,4-speed,Mula Auto Group,1,2004
2856,RAM,4wd,Blue,Diesel Gray / Black,16815,28,25911,8,5.0,1500,RAM 1500 Tradesman/Express,6-speed,Hoyte Chrysler Durant,1,2016
2857,Jeep,4wd,White,Black,15919,32,29615,233,5.0,Grand,Jeep Grand Cherokee Limited,8-speed,West Herr Chrysler Jeep,0,2016
