법정동코드,법정동명
46710350,전라남도 담양군 대덕면
46710360,전라남도 담양군 무정면
46710370,전라남도 담양군 금성면
46710380,전라남도 담양군 용면
46710390,전라남도 담양군 월산면
46710400,전라남도 담양군 수북면
46710410,전라남도 담양군 대전면
46720250,전라남도 곡성군 곡성읍
46720310,전라남도 곡성군 오곡면
46720320,전라남도 곡성군 삼기면
46720330,전라남도 곡성군 석곡면
46720340,전라남도 곡성군 목사동면
46720350,전라남도 곡성군 죽곡면
46720360,전라남도 곡성군 고달면
46720370,전라남도 곡성군 옥과면
46720380,전라남도 곡성군 입면
46720390,전라남도 곡성군 겸면
46720400,전라남도 곡성군 오산면
46730250,전라남도 구례군 구례읍
46730310,전라남도 구례군 문척면
46730320,전라남도 구례군 간전면
46730330,전라남도 구례군 토지면
46730340,전라남도 구례군 마산면
46730350,전라남도 구례군 광의면
46730360,전라남도 구례군 용방면
46730370,전라남도 구례군 산동면
46770250,전라남도 고흥군 고흥읍
46770253,전라남도 고흥군 도양읍
46770310,전라남도 고흥군 풍양면
46770320,전라남도 고흥군 도덕면
46770330,전라남도 고흥군 금산면
46770340,전라남도 고흥군 도화면
46770350,전라남도 고흥군 포두면
46770360,전라남도 고흥군 봉래면
46770370,전라남도 고흥군 점암면
46770380,전라남도 고흥군 과역면
46770390,전라남도 고흥군 남양면
46770400,전라남도 고흥군 동강면
46770410,전라남도 고흥군 대서면
46770420,전라남도 고흥군 두원면
46770440,전라남도 고흥군 영남면
46770450,전라남도 고흥군 동일면
46780250,전라남도 보성군 보성읍
46780253,전라남도 보성군 벌교읍
46780310,전라남도 보성군 노동면
46780320,전라남도 보성군 미력면
46780330,전라남도 보성군 겸백면
46780340,전라남도 보성군 율어면
46780350,전라남도 보성군 복내면
46780360,전라남도 보성군 문덕면
46780370,전라남도 보성군 조성면
46780380,전라남도 보성군 득량면
46780390,전라남도 보성군 회천면
46780400,전라남도 보성군 웅치면
46790250,전라남도 화순군 화순읍
46790310,전라남도 화순군 한천면
46790320,전라남도 화순군 춘양면
46790330,전라남도 화순군 청풍면
46790340,전라남도 화순군 이양면
46790350,전라남도 화순군 능주면
46790360,전라남도 화순군 도곡면
46790370,전라남도 화순군 도암면
46790380,전라남도 화순군 이서면
46790390,전라남도 화순군 북면
46790400,전라남도 화순군 동복면
46790410,전라남도 화순군 남면
46790420,전라남도 화순군 동면
46800250,전라남도 장흥군 장흥읍
46800253,전라남도 장흥군 관산읍
46800256,전라남도 장흥군 대덕읍
46800310,전라남도 장흥군 용산면
46800320,전라남도 장흥군 안양면
46800330,전라남도 장흥군 장동면
46800340,전라남도 장흥군 장평면
46800350,전라남도 장흥군 유치면
46800360,전라남도 장흥군 부산면
46800370,전라남도 장흥군 회진면
46810250,전라남도 강진군 강진읍
46810310,전라남도 강진군 군동면
46810320,전라남도 강진군 칠량면
46810330,전라남도 강진군 대구면
46810340,전라남도 강진군 도암면
46810350,전라남도 강진군 신전면
46810360,전라남도 강진군 성전면
46810370,전라남도 강진군 작천면
46810380,전라남도 강진군 병영면
46810390,전라남도 강진군 옴천면
46810400,전라남도 강진군 마량면
46820250,전라남도 해남군 해남읍
46820310,전라남도 해남군 삼산면
46820320,전라남도 해남군 화산면
46820330,전라남도 해남군 현산면
46820340,전라남도 해남군 송지면
46820350,전라남도 해남군 북평면
46820360,전라남도 해남군 북일면
46820370,전라남도 해남군 옥천면
46820380,전라남도 해남군 계곡면
46820390,전라남도 해남군 마산면
46820400,전라남도 해남군 황산면
46820410,전라남도 해남군 산이면
46820420,전라남도 해남군 문내면
46820430,전라남도 해남군 화원면
46830250,전라남도 영암군 영암읍
46830253,전라남도 영암군 삼호읍
46830310,전라남도 영암군 덕진면
46830320,전라남도 영암군 금정면
46830330,전라남도 영암군 신북면
46830340,전라남도 영암군 시종면
46830350,전라남도 영암군 도포면
46830360,전라남도 영암군 군서면
46830370,전라남도 영암군 서호면
46830380,전라남도 영암군 학산면
46830390,전라남도 영암군 미암면
46840250,전라남도 무안군 무안읍
46840253,전라남도 무안군 일로읍
46840256,전라남도 무안군 삼향읍
46840320,전라남도 무안군 몽탄면
46840330,전라남도 무안군 청계면
46840340,전라남도 무안군 현경면
46840350,전라남도 무안군 망운면
46840360,전라남도 무안군 해제면
46840370,전라남도 무안군 운남면
46860250,전라남도 함평군 함평읍
46860310,전라남도 함평군 손불면
46860320,전라남도 함평군 신광면
46860330,전라남도 함평군 학교면
46860340,전라남도 함평군 엄다면
46860350,전라남도 함평군 대동면
46860360,전라남도 함평군 나산면
46860370,전라남도 함평군 해보면
46860380,전라남도 함평군 월야면
46870250,전라남도 영광군 영광읍
46870253,전라남도 영광군 백수읍
46870256,전라남도 영광군 홍농읍
46870310,전라남도 영광군 대마면
46870320,전라남도 영광군 묘량면
46870330,전라남도 영광군 불갑면
46870340,전라남도 영광군 군서면
46870350,전라남도 영광군 군남면
46870360,전라남도 영광군 염산면
46870370,전라남도 영광군 법성면
46870380,전라남도 영광군 낙월면
46880250,전라남도 장성군 장성읍
46880310,전라남도 장성군 진원면
46880320,전라남도 장성군 남면
46880330,전라남도 장성군 동화면
46880340,전라남도 장성군 삼서면
46880350,전라남도 장성군 삼계면
46880360,전라남도 장성군 황룡면
46880370,전라남도 장성군 서삼면
46880380,전라남도 장성군 북일면
46880390,전라남도 장성군 북이면
46880400,전라남도 장성군 북하면
46890250,전라남도 완도군 완도읍
46890253,전라남도 완도군 금일읍
46890256,전라남도 완도군 노화읍
46890310,전라남도 완도군 군외면
46890320,전라남도 완도군 신지면
46890330,전라남도 완도군 고금면
46890340,전라남도 완도군 약산면
46890350,전라남도 완도군 청산면
46890360,전라남도 완도군 소안면
46890370,전라남도 완도군 금당면
46890380,전라남도 완도군 보길면
46890390,전라남도 완도군 생일면
46900250,전라남도 진도군 진도읍
46900310,전라남도 진도군 군내면
46900320,전라남도 진도군 고군면
46900330,전라남도 진도군 의신면
46900340,전라남도 진도군 임회면
46900350,전라남도 진도군 지산면
46900360,전라남도 진도군 조도면
46910250,전라남도 신안군 지도읍
46910253,전라남도 신안군 압해읍
46910310,전라남도 신안군 증도면
46910320,전라남도 신안군 임자면
46910330,전라남도 신안군 자은면
46910340,전라남도 신안군 비금면
46910350,전라남도 신안군 도초면
46910360,전라남도 신안군 흑산면
46910370,전라남도 신안군 하의면
46910380,전라남도 신안군 신의면
46910390,전라남도 신안군 장산면
46910400,전라남도 신안군 안좌면
46910410,전라남도 신안군 팔금면
46910420,전라남도 신안군 암태면
47111000,경상북도 포항시 남구
47113000,경상북도 포항시 북구
47130101,경상북도 경주시 동부동
47130102,경상북도 경주시 서부동
47130103,경상북도 경주시 북부동
47130104,경상북도 경주시 성동동
47130105,경상북도 경주시 황오동
47130106,경상북도 경주시 노동동
47130107,경상북도 경주시 노서동
47130108,경상북도 경주시 성건동
47130109,경상북도 경주시 사정동
47130110,경상북도 경주시 황남동
47130111,경상북도 경주시 교동
47130112,경상북도 경주시 인왕동
47130113,경상북도 경주시 탑동
47130114,경상북도 경주시 충효동
47130115,경상북도 경주시 서악동
47130116,경상북도 경주시 효현동
47130117,경상북도 경주시 광명동
47130118,경상북도 경주시 동방동
47130119,경상북도 경주시 도지동
47130120,경상북도 경주시 남산동
47130121,경상북도 경주시 배반동
47130122,경상북도 경주시 구황동
47130123,경상북도 경주시 보문동
47130124,경상북도 경주시 황성동
47130125,경상북도 경주시 용강동
47130126,경상북도 경주시 동천동
47130127,경상북도 경주시 평동
47130128,경상북도 경주시 조양동
47130129,경상북도 경주시 시동
47130130,경상북도 경주시 시래동
47130131,경상북도 경주시 구정동
47130132,경상북도 경주시 마동
47130133,경상북도 경주시 하동
47130134,경상북도 경주시 진현동
47130135,경상북도 경주시 천군동
47130136,경상북도 경주시 신평동
47130137,경상북도 경주시 덕동
47130138,경상북도 경주시 암곡동
47130139,경상북도 경주시 황용동
47130140,경상북도 경주시 북군동
47130141,경상북도 경주시 손곡동
47130142,경상북도 경주시 율동
47130143,경상북도 경주시 배동
47130144,경상북도 경주시 석장동
47130250,경상북도 경주시 감포읍
47130253,경상북도 경주시 안강읍
47130256,경상북도 경주시 건천읍
47130259,경상북도 경주시 외동읍
47130310,경상북도 경주시 양북면
47130320,경상북도 경주시 양남면
47130330,경상북도 경주시 내남면
47130340,경상북도 경주시 산내면
47130350,경상북도 경주시 서면
47130360,경상북도 경주시 현곡면
47130370,경상북도 경주시 강동면
47130380,경상북도 경주시 천북면
47150101,경상북도 김천시 감호동
47150102,경상북도 김천시 용두동
47150103,경상북도 김천시 모암동
47150104,경상북도 김천시 성내동
47150105,경상북도 김천시 평화동
47150106,경상북도 김천시 남산동
47150107,경상북도 김천시 황금동
47150108,경상북도 김천시 신음동
47150109,경상북도 김천시 교동
47150110,경상북도 김천시 삼락동
47150111,경상북도 김천시 문당동
47150112,경상북도 김천시 다수동
47150113,경상북도 김천시 백옥동
47150114,경상북도 김천시 부곡동
47150115,경상북도 김천시 지좌동
47150116,경상북도 김천시 덕곡동
47150117,경상북도 김천시 대광동
47150118,경상북도 김천시 응명동
47150119,경상북도 김천시 양천동
47150120,경상북도 김천시 율곡동
47150250,경상북도 김천시 아포읍
47150310,경상북도 김천시 농소면
47150320,경상북도 김천시 남면
47150340,경상북도 김천시 개령면
47150350,경상북도 김천시 감문면
47150360,경상북도 김천시 어모면
47150370,경상북도 김천시 봉산면
47150380,경상북도 김천시 대항면
47150390,경상북도 김천시 감천면
47150400,경상북도 김천시 조마면
47150410,경상북도 김천시 구성면
47150420,경상북도 김천시 지례면
47150430,경상북도 김천시 부항면
47150440,경상북도 김천시 대덕면
47150450,경상북도 김천시 증산면
47170101,경상북도 안동시 삼산동
47170102,경상북도 안동시 서부동
47170103,경상북도 안동시 북문동
47170104,경상북도 안동시 명륜동
47170105,경상북도 안동시 신안동
47170106,경상북도 안동시 율세동
47170107,경상북도 안동시 옥정동
47170108,경상북도 안동시 신세동
47170109,경상북도 안동시 법흥동
47170110,경상북도 안동시 용상동
47170111,경상북도 안동시 동문동
47170112,경상북도 안동시 동부동
47170113,경상북도 안동시 운흥동
47170114,경상북도 안동시 천리동
47170115,경상북도 안동시 남부동
47170116,경상북도 안동시 남문동
47170117,경상북도 안동시 안흥동
47170118,경상북도 안동시 대석동
47170119,경상북도 안동시 옥야동
47170120,경상북도 안동시 광석동
47170121,경상북도 안동시 당북동
47170122,경상북도 안동시 태화동
47170123,경상북도 안동시 화성동
47170124,경상북도 안동시 목성동
47170125,경상북도 안동시 법상동
47170126,경상북도 안동시 금곡동
47170127,경상북도 안동시 평화동
47170128,경상북도 안동시 안기동
47170129,경상북도 안동시 운안동
47170130,경상북도 안동시 성곡동
47170131,경상북도 안동시 상아동
47170132,경상북도 안동시 안막동
47170133,경상북도 안동시 옥동
47170134,경상북도 안동시 이천동
47170135,경상북도 안동시 노하동
47170136,경상북도 안동시 송현동
47170137,경상북도 안동시 송천동
47170138,경상북도 안동시 석동동
47170139,경상북도 안동시 정상동
47170140,경상북도 안동시 정하동
47170141,경상북도 안동시 수상동
47170142,경상북도 안동시 수하동
47170250,경상북도 안동시 풍산읍
47170310,경상북도 안동시 와룡면
47170320,경상북도 안동시 북후면
47170330,경상북도 안동시 서후면
47170340,경상북도 안동시 풍천면
47170350,경상북도 안동시 일직면
47170360,경상북도 안동시 남후면
47170370,경상북도 안동시 남선면
47170380,경상북도 안동시 임하면
47170390,경상북도 안동시 길안면
47170400,경상북도 안동시 임동면
47170410,경상북도 안동시 예안면
47170420,경상북도 안동시 도산면
47170430,경상북도 안동시 녹전면
47190101,경상북도 구미시 원평동
47190102,경상북도 구미시 지산동
47190103,경상북도 구미시 도량동
47190104,경상북도 구미시 봉곡동
47190105,경상북도 구미시 부곡동
47190106,경상북도 구미시 선기동
47190107,경상북도 구미시 수점동
47190108,경상북도 구미시 남통동
47190109,경상북도 구미시 형곡동
47190110,경상북도 구미시 송정동
47190111,경상북도 구미시 신평동
47190112,경상북도 구미시 비산동
47190113,경상북도 구미시 공단동
47190114,경상북도 구미시 광평동
47190115,경상북도 구미시 사곡동
47190116,경상북도 구미시 상모동
47190117,경상북도 구미시 임은동
47190118,경상북도 구미시 오태동
47190119,경상북도 구미시 신동
47190120,경상북도 구미시 구평동
47190121,경상북도 구미시 황상동
47190122,경상북도 구미시 인의동
47190123,경상북도 구미시 진평동
47190124,경상북도 구미시 시미동
47190125,경상북도 구미시 임수동
47190126,경상북도 구미시 양호동
47190127,경상북도 구미시 거의동
47190128,경상북도 구미시 옥계동
47190129,경상북도 구미시 구포동
47190130,경상북도 구미시 금전동
47190250,경상북도 구미시 선산읍
47190253,경상북도 구미시 고아읍
47190310,경상북도 구미시 무을면
47190320,경상북도 구미시 옥성면
47190330,경상북도 구미시 도개면
47190340,경상북도 구미시 해평면
47190350,경상북도 구미시 산동면
47190360,경상북도 구미시 장천면
47210101,경상북도 영주시 영주동
47210102,경상북도 영주시 상망동
47210103,경상북도 영주시 하망동
47210104,경상북도 영주시 휴천동
47210105,경상북도 영주시 가흥동
47210106,경상북도 영주시 문정동
47210107,경상북도 영주시 고현동
47210108,경상북도 영주시 창진동
47210109,경상북도 영주시 상줄동
47210110,경상북도 영주시 조와동
47210111,경상북도 영주시 조암동
47210112,경상북도 영주시 적서동
47210113,경상북도 영주시 아지동
47210250,경상북도 영주시 풍기읍
47210310,경상북도 영주시 이산면
47210320,경상북도 영주시 평은면
47210330,경상북도 영주시 문수면
47210340,경상북도 영주시 장수면
47210350,경상북도 영주시 안정면
47210360,경상북도 영주시 봉현면
47210370,경상북도 영주시 순흥면
47210380,경상북도 영주시 단산면
47210390,경상북도 영주시 부석면
47230101,경상북도 영천시 조교동
47230102,경상북도 영천시 망정동
47230103,경상북도 영천시 야사동
47230104,경상북도 영천시 문내동
47230105,경상북도 영천시 문외동
47230106,경상북도 영천시 창구동
47230107,경상북도 영천시 교촌동
47230108,경상북도 영천시 과전동
47230109,경상북도 영천시 성내동
47230110,경상북도 영천시 화룡동
47230111,경상북도 영천시 도동
47230112,경상북도 영천시 금노동
47230113,경상북도 영천시 완산동
47230114,경상북도 영천시 범어동
47230115,경상북도 영천시 작산동
47230116,경상북도 영천시 봉동
47230117,경상북도 영천시 본촌동
47230118,경상북도 영천시 채신동
47230119,경상북도 영천시 괴연동
47230120,경상북도 영천시 대전동
47230121,경상북도 영천시 녹전동
47230122,경상북도 영천시 도림동
47230123,경상북도 영천시 오미동
47230124,경상북도 영천시 오수동
47230125,경상북도 영천시 쌍계동
47230126,경상북도 영천시 도남동
47230127,경상북도 영천시 매산동
47230128,경상북도 영천시 언하동
47230129,경상북도 영천시 신기동
47230130,경상북도 영천시 서산동
47230250,경상북도 영천시 금호읍
47230310,경상북도 영천시 청통면
47230320,경상북도 영천시 신녕면
47230330,경상북도 영천시 화산면
47230340,경상북도 영천시 화북면
47230350,경상북도 영천시 화남면
47230360,경상북도 영천시 자양면
47230370,경상북도 영천시 임고면
47230380,경상북도 영천시 고경면
47230390,경상북도 영천시 북안면
47230400,경상북도 영천시 대창면
47250101,경상북도 상주시 성하동
47250102,경상북도 상주시 성동동
47250103,경상북도 상주시 인봉동
47250104,경상북도 상주시 복룡동
47250105,경상북도 상주시 냉림동
47250106,경상북도 상주시 서성동
47250107,경상북도 상주시 남성동
47250108,경상북도 상주시 서문동
47250109,경상북도 상주시 무양동
47250110,경상북도 상주시 낙양동
47250111,경상북도 상주시 개운동
47250112,경상북도 상주시 신봉동
47250113,경상북도 상주시 가장동
47250114,경상북도 상주시 양촌동
47250115,경상북도 상주시 지천동
47250116,경상북도 상주시 오대동
47250117,경상북도 상주시 흥각동
47250118,경상북도 상주시 거동동
47250119,경상북도 상주시 인평동
47250120,경상북도 상주시 서곡동
47250121,경상북도 상주시 화개동
47250122,경상북도 상주시 외답동
47250123,경상북도 상주시 헌신동
47250124,경상북도 상주시 병성동
47250125,경상북도 상주시 도남동
47250126,경상북도 상주시 낙상동
47250127,경상북도 상주시 중덕동
47250128,경상북도 상주시 초산동
47250129,경상북도 상주시 화산동
47250130,경상북도 상주시 계산동
47250131,경상북도 상주시 부원동
47250132,경상북도 상주시 죽전동
47250133,경상북도 상주시 만산동
47250134,경상북도 상주시 연원동
47250135,경상북도 상주시 남장동
47250136,경상북도 상주시 남적동
47250250,경상북도 상주시 함창읍
47250310,경상북도 상주시 중동면
47250320,경상북도 상주시 사벌면
47250330,경상북도 상주시 낙동면
47250340,경상북도 상주시 청리면
47250350,경상북도 상주시 공성면
47250360,경상북도 상주시 외남면
47250370,경상북도 상주시 내서면
47250380,경상북도 상주시 모동면
47250390,경상북도 상주시 모서면
47250400,경상북도 상주시 화동면
47250410,경상북도 상주시 화서면
47250420,경상북도 상주시 화북면
47250430,경상북도 상주시 외서면
47250440,경상북도 상주시 은척면
47250450,경상북도 상주시 공검면
47250460,경상북도 상주시 이안면
47250470,경상북도 상주시 화남면
47280101,경상북도 문경시 점촌동
47280102,경상북도 문경시 영신동
47280103,경상북도 문경시 흥덕동
47280104,경상북도 문경시 우지동
47280105,경상북도 문경시 창동
47280106,경상북도 문경시 신기동
47280107,경상북도 문경시 불정동
47280108,경상북도 문경시 유곡동
47280109,경상북도 문경시 공평동
47280110,경상북도 문경시 모전동
47280111,경상북도 문경시 윤직동
47280250,경상북도 문경시 문경읍
47280253,경상북도 문경시 가은읍
47280310,경상북도 문경시 영순면
47280320,경상북도 문경시 산양면
47280330,경상북도 문경시 호계면
47280340,경상북도 문경시 산북면
47280350,경상북도 문경시 동로면
47280360,경상북도 문경시 마성면
47280370,경상북도 문경시 농암면
47290101,경상북도 경산시 삼남동
47290102,경상북도 경산시 삼북동
47290103,경상북도 경산시 서상동
47290104,경상북도 경산시 신교동
47290105,경상북도 경산시 상방동
47290106,경상북도 경산시 백천동
47290107,경상북도 경산시 옥곡동
47290108,경상북도 경산시 사정동
47290109,경상북도 경산시 옥산동
47290110,경상북도 경산시 중산동
47290111,경상북도 경산시 정평동
47290112,경상북도 경산시 대평동
47290113,경상북도 경산시 대정동
47290114,경상북도 경산시 임당동
47290115,경상북도 경산시 대동
47290116,경상북도 경산시 계양동
47290117,경상북도 경산시 중방동
47290118,경상북도 경산시 조영동
47290119,경상북도 경산시 남방동
47290120,경상북도 경산시 내동
47290121,경상북도 경산시 여천동
47290122,경상북도 경산시 유곡동
47290123,경상북도 경산시 신천동
47290124,경상북도 경산시 점촌동
47290125,경상북도 경산시 평산동
47290126,경상북도 경산시 사동
47290127,경상북도 경산시 삼풍동
47290128,경상북도 경산시 갑제동
47290250,경상북도 경산시 하양읍
47290253,경상북도 경산시 진량읍
47290310,경상북도 경산시 와촌면
47290330,경상북도 경산시 자인면
47290340,경상북도 경산시 용성면
47290350,경상북도 경산시 남산면
47290360,경상북도 경산시 압량면
47290370,경상북도 경산시 남천면
47720250,경상북도 군위군 군위읍
47720310,경상북도 군위군 소보면
47720320,경상북도 군위군 효령면
47720330,경상북도 군위군 부계면
47720340,경상북도 군위군 우보면
47720350,경상북도 군위군 의흥면
47720360,경상북도 군위군 산성면
47720370,경상북도 군위군 고로면
47730250,경상북도 의성군 의성읍
47730310,경상북도 의성군 단촌면
47730320,경상북도 의성군 점곡면
47730330,경상북도 의성군 옥산면
47730340,경상북도 의성군 사곡면
47730350,경상북도 의성군 춘산면
47730360,경상북도 의성군 가음면
47730370,경상북도 의성군 금성면
47730380,경상북도 의성군 봉양면
47730390,경상북도 의성군 비안면
47730400,경상북도 의성군 구천면
47730410,경상북도 의성군 단밀면
47730420,경상북도 의성군 단북면
47730430,경상북도 의성군 안계면
47730440,경상북도 의성군 다인면
47730450,경상북도 의성군 신평면
47730460,경상북도 의성군 안평면
47730470,경상북도 의성군 안사면
47750250,경상북도 청송군 청송읍
47750310,경상북도 청송군 부동면
47750320,경상북도 청송군 부남면
47750330,경상북도 청송군 현동면
47750340,경상북도 청송군 현서면
47750350,경상북도 청송군 안덕면
47750360,경상북도 청송군 파천면
47750370,경상북도 청송군 진보면
47760250,경상북도 영양군 영양읍
47760310,경상북도 영양군 입암면
47760320,경상북도 영양군 청기면
47760330,경상북도 영양군 일월면
47760340,경상북도 영양군 수비면
47760350,경상북도 영양군 석보면
47770250,경상북도 영덕군 영덕읍
47770310,경상북도 영덕군 강구면
47770320,경상북도 영덕군 남정면
47770330,경상북도 영덕군 달산면
47770340,경상북도 영덕군 지품면
47770350,경상북도 영덕군 축산면
47770360,경상북도 영덕군 영해면
47770370,경상북도 영덕군 병곡면
47770380,경상북도 영덕군 창수면
47820250,경상북도 청도군 화양읍
47820253,경상북도 청도군 청도읍
47820310,경상북도 청도군 각남면
47820320,경상북도 청도군 풍각면
47820330,경상북도 청도군 각북면
47820340,경상북도 청도군 이서면
47820350,경상북도 청도군 운문면
47820360,경상북도 청도군 금천면
47820370,경상북도 청도군 매전면
47830253,경상북도 고령군 대가야읍
47830310,경상북도 고령군 덕곡면
47830320,경상북도 고령군 운수면
47830330,경상북도 고령군 성산면
47830340,경상북도 고령군 다산면
47830350,경상북도 고령군 개진면
47830360,경상북도 고령군 우곡면
47830370,경상북도 고령군 쌍림면
47840250,경상북도 성주군 성주읍
47840310,경상북도 성주군 선남면
47840320,경상북도 성주군 용암면
47840330,경상북도 성주군 수륜면
47840340,경상북도 성주군 가천면
47840350,경상북도 성주군 금수면
47840360,경상북도 성주군 대가면
47840370,경상북도 성주군 벽진면
47840380,경상북도 성주군 초전면
47840390,경상북도 성주군 월항면
47850250,경상북도 칠곡군 왜관읍
47850253,경상북도 칠곡군 북삼읍
47850256,경상북도 칠곡군 석적읍
47850310,경상북도 칠곡군 지천면
47850320,경상북도 칠곡군 동명면
47850330,경상북도 칠곡군 가산면
47850360,경상북도 칠곡군 약목면
47850370,경상북도 칠곡군 기산면
47900250,경상북도 예천군 예천읍
47900310,경상북도 예천군 용문면
47900340,경상북도 예천군 감천면
47900350,경상북도 예천군 보문면
47900360,경상북도 예천군 호명면
47900370,경상북도 예천군 유천면
47900380,경상북도 예천군 용궁면
47900390,경상북도 예천군 개포면
47900400,경상북도 예천군 지보면
47900410,경상북도 예천군 풍양면
47900420,경상북도 예천군 효자면
47900430,경상북도 예천군 은풍면
47920250,경상북도 봉화군 봉화읍
47920310,경상북도 봉화군 물야면
47920320,경상북도 봉화군 봉성면
47920330,경상북도 봉화군 법전면
47920340,경상북도 봉화군 춘양면
47920350,경상북도 봉화군 소천면
47920360,경상북도 봉화군 재산면
47920370,경상북도 봉화군 명호면
47920380,경상북도 봉화군 상운면
47920390,경상북도 봉화군 석포면
47930250,경상북도 울진군 울진읍
47930253,경상북도 울진군 평해읍
47930310,경상북도 울진군 북면
47930330,경상북도 울진군 근남면
47930350,경상북도 울진군 기성면
47930360,경상북도 울진군 온정면
47930370,경상북도 울진군 죽변면
47930380,경상북도 울진군 후포면
47930390,경상북도 울진군 금강송면
47930400,경상북도 울진군 매화면
47940250,경상북도 울릉군 울릉읍
47940310,경상북도 울릉군 서면
47940320,경상북도 울릉군 북면
48121000,경상남도 창원시 의창구
48123000,경상남도 창원시 성산구
48125000,경상남도 창원시 마산합포구
48127000,경상남도 창원시 마산회원구
48129000,경상남도 창원시 진해구
48170101,경상남도 진주시 망경동
48170102,경상남도 진주시 주약동
48170103,경상남도 진주시 강남동
48170104,경상남도 진주시 칠암동
48170105,경상남도 진주시 본성동
48170106,경상남도 진주시 동성동
48170107,경상남도 진주시 남성동
48170108,경상남도 진주시 인사동
48170109,경상남도 진주시 대안동
48170110,경상남도 진주시 평안동
48170111,경상남도 진주시 중안동
48170112,경상남도 진주시 계동
48170113,경상남도 진주시 봉곡동
48170114,경상남도 진주시 상봉동
48170115,경상남도 진주시 봉래동
48170116,경상남도 진주시 수정동
48170117,경상남도 진주시 장대동
48170118,경상남도 진주시 옥봉동
48170119,경상남도 진주시 상대동
48170120,경상남도 진주시 하대동
48170121,경상남도 진주시 상평동
48170122,경상남도 진주시 초전동
48170123,경상남도 진주시 장재동
48170124,경상남도 진주시 하촌동
48170125,경상남도 진주시 신안동
48170126,경상남도 진주시 평거동
48170127,경상남도 진주시 이현동
48170128,경상남도 진주시 유곡동
48170129,경상남도 진주시 판문동
48170130,경상남도 진주시 귀곡동
48170131,경상남도 진주시 가좌동
48170132,경상남도 진주시 호탄동
48170137,경상남도 진주시 충무공동
48170250,경상남도 진주시 문산읍
48170310,경상남도 진주시 내동면
48170320,경상남도 진주시 정촌면
48170330,경상남도 진주시 금곡면
48170350,경상남도 진주시 진성면
48170360,경상남도 진주시 일반성면
48170370,경상남도 진주시 이반성면
48170380,경상남도 진주시 사봉면
48170390,경상남도 진주시 지수면
48170400,경상남도 진주시 대곡면
48170410,경상남도 진주시 금산면
48170420,경상남도 진주시 집현면
48170430,경상남도 진주시 미천면
48170440,경상남도 진주시 명석면
48170450,경상남도 진주시 대평면
48170460,경상남도 진주시 수곡면
48220101,경상남도 통영시 도천동
48220102,경상남도 통영시 서호동
48220103,경상남도 통영시 명정동
48220104,경상남도 통영시 항남동
48220105,경상남도 통영시 중앙동
48220106,경상남도 통영시 문화동
48220107,경상남도 통영시 태평동
48220108,경상남도 통영시 동호동
48220109,경상남도 통영시 정량동
48220110,경상남도 통영시 북신동
48220111,경상남도 통영시 무전동
48220112,경상남도 통영시 평림동
48220113,경상남도 통영시 인평동
48220114,경상남도 통영시 당동
48220115,경상남도 통영시 미수동
48220116,경상남도 통영시 봉평동
48220117,경상남도 통영시 도남동
48220250,경상남도 통영시 산양읍
48220310,경상남도 통영시 용남면
48220330,경상남도 통영시 도산면
48220340,경상남도 통영시 광도면
48220350,경상남도 통영시 욕지면
48220360,경상남도 통영시 한산면
48220370,경상남도 통영시 사량면
48240101,경상남도 사천시 동동
48240102,경상남도 사천시 서동
48240103,경상남도 사천시 선구동
48240104,경상남도 사천시 동금동
48240105,경상남도 사천시 서금동
48240106,경상남도 사천시 동림동
48240107,경상남도 사천시 좌룡동
48240108,경상남도 사천시 벌리동
48240109,경상남도 사천시 용강동
48240110,경상남도 사천시 와룡동
48240111,경상남도 사천시 봉남동
48240112,경상남도 사천시 이금동
48240113,경상남도 사천시 이홀동
48240114,경상남도 사천시 궁지동
48240115,경상남도 사천시 사등동
48240116,경상남도 사천시 향촌동
48240117,경상남도 사천시 대방동
48240118,경상남도 사천시 실안동
48240119,경상남도 사천시 마도동
48240120,경상남도 사천시 늑도동
48240121,경상남도 사천시 신수동
48240122,경상남도 사천시 백천동
48240123,경상남도 사천시 신벽동
48240124,경상남도 사천시 노룡동
48240125,경상남도 사천시 대포동
48240126,경상남도 사천시 송포동
48240127,경상남도 사천시 죽림동
48240250,경상남도 사천시 사천읍
48240310,경상남도 사천시 정동면
48240320,경상남도 사천시 사남면
48240330,경상남도 사천시 용현면
48240340,경상남도 사천시 축동면
48240350,경상남도 사천시 곤양면
48240360,경상남도 사천시 곤명면
48240370,경상남도 사천시 서포면
48250101,경상남도 김해시 동상동
48250102,경상남도 김해시 서상동
48250103,경상남도 김해시 부원동
48250104,경상남도 김해시 봉황동
48250105,경상남도 김해시 대성동
48250106,경상남도 김해시 구산동
48250107,경상남도 김해시 삼계동
48250108,경상남도 김해시 내동
48250111,경상남도 김해시 풍유동
48250112,경상남도 김해시 명법동
48250113,경상남도 김해시 이동
48250114,경상남도 김해시 화목동
48250115,경상남도 김해시 전하동
48250116,경상남도 김해시 강동
48250117,경상남도 김해시 삼정동
48250118,경상남도 김해시 어방동
48250119,경상남도 김해시 삼방동
48250120,경상남도 김해시 안동
48250121,경상남도 김해시 지내동
48250122,경상남도 김해시 불암동
48250123,경상남도 김해시 유하동
48250124,경상남도 김해시 내덕동
48250125,경상남도 김해시 부곡동
48250126,경상남도 김해시 무계동
48250127,경상남도 김해시 신문동
